order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
2089477,110152,prior,2,4,7,27.0
1377948,110152,prior,3,5,9,15.0
3403397,110152,prior,4,3,8,12.0
2959535,110152,prior,5,5,16,30.0
1525894,110152,prior,6,2,16,30.0
3137112,110152,prior,8,3,14,4.0
60381,110152,prior,16,3,9,21.0
2666491,110156,prior,4,2,13,17.0
1441930,110156,prior,5,5,23,10.0
2402193,110172,prior,5,0,17,3.0
2606898,110186,prior,1,0,1,
1131986,110190,prior,1,6,13,
3317219,110194,prior,1,3,11,
2814882,110196,prior,7,1,13,28.0
2968968,110201,prior,4,3,12,6.0
699476,110201,prior,17,5,10,7.0
1576841,110202,prior,7,6,9,25.0
3319395,110202,prior,8,0,9,8.0
1119888,110202,prior,10,1,8,6.0
1724593,110202,prior,12,0,15,27.0
2442702,110202,prior,13,0,11,7.0
1771292,110202,prior,14,2,11,16.0
866044,110202,prior,18,3,9,4.0
122475,110202,prior,19,6,20,3.0
2676796,110210,prior,4,1,11,8.0
2457688,110210,prior,5,1,9,7.0
993270,110210,prior,6,1,10,7.0
3305723,110210,prior,7,3,10,9.0
1353628,110210,prior,9,1,12,7.0
1860812,110210,prior,14,1,14,6.0
2338710,110210,prior,15,6,15,12.0
1842785,110210,prior,16,1,10,16.0
96867,110210,prior,18,1,8,14.0
2648493,110210,prior,20,1,11,30.0
1710003,110212,prior,8,6,11,15.0
1180351,110212,prior,9,4,16,19.0
594578,110213,prior,6,1,17,21.0
323046,110214,prior,3,5,20,13.0
2917840,110230,prior,6,6,23,7.0
2890581,110238,prior,74,0,10,3.0
3338515,110240,prior,5,6,13,13.0
2309767,110259,prior,1,5,18,
1090168,110259,prior,4,3,10,2.0
558695,110259,prior,14,2,12,16.0
1970063,110259,prior,16,3,13,8.0
1478240,110264,prior,7,3,14,30.0
352635,110265,prior,20,4,19,2.0
1931973,110265,prior,31,2,15,3.0
3193432,110266,prior,2,1,14,21.0
2051937,110270,prior,2,3,10,13.0
791314,110271,prior,5,1,18,8.0
1889408,110275,prior,1,0,16,
2194527,110275,prior,3,3,19,17.0
3290164,110275,prior,4,2,19,20.0
754806,110275,prior,6,6,17,11.0
1855815,110275,prior,9,5,19,17.0
1649500,110279,prior,7,4,12,10.0
2815238,110279,prior,10,0,12,16.0
648665,110279,prior,12,0,14,3.0
2325177,110299,prior,10,0,13,1.0
2278179,110335,prior,1,1,9,
62191,110340,prior,13,2,8,4.0
1826974,110363,prior,57,2,12,5.0
1841553,110363,prior,60,4,9,3.0
616170,110382,prior,24,0,16,7.0
585699,110384,prior,32,3,13,5.0
2494022,110401,prior,90,0,13,3.0
1401011,110403,prior,3,2,20,9.0
2710025,110411,prior,17,4,8,30.0
1868414,110422,prior,4,1,11,10.0
177802,110432,prior,2,1,14,17.0
2410181,110457,prior,1,2,10,
1940119,110485,prior,6,1,8,4.0
2681717,110485,prior,25,1,18,14.0
7194,110487,prior,2,1,20,8.0
1817063,110499,prior,4,5,2,8.0
2760739,110504,prior,14,0,14,10.0
1335525,110504,prior,15,1,9,22.0
1063898,110504,prior,17,4,10,11.0
2802711,110504,prior,19,0,15,9.0
2395780,110504,prior,20,2,16,2.0
350782,110504,prior,24,2,18,2.0
2326700,110504,prior,26,2,16,6.0
3053151,110504,prior,30,2,18,6.0
280410,110504,prior,32,6,18,19.0
2476549,110504,prior,34,6,20,2.0
2409898,110504,prior,36,0,17,6.0
2148195,110504,prior,43,2,15,3.0
1005532,110505,prior,4,0,11,15.0
577730,110505,prior,14,6,15,6.0
722253,110508,prior,2,6,22,30.0
2553235,110512,prior,10,5,12,30.0
2454554,110513,prior,3,4,17,2.0
3079235,110519,prior,1,4,12,
2949735,110520,prior,10,1,10,9.0
2441206,110520,prior,11,4,10,10.0
1589432,110520,prior,23,1,18,30.0
1589732,110549,prior,14,0,21,16.0
2548496,110562,prior,5,6,12,18.0
1520171,110562,prior,6,4,13,30.0
2137028,110568,prior,4,0,10,21.0
479878,110568,prior,7,0,11,7.0
2762008,110568,prior,10,1,21,11.0
2322121,110568,prior,15,6,10,5.0
2110907,110570,prior,1,6,17,
1747652,110570,prior,2,0,10,8.0
595003,110570,prior,4,0,11,8.0
990953,110570,prior,19,0,14,7.0
2386256,110570,prior,21,0,10,7.0
762901,110574,prior,16,2,13,17.0
2799006,110587,prior,1,0,12,
519756,110587,prior,3,0,12,8.0
2530067,110587,prior,4,0,16,14.0
2005105,110587,prior,5,1,18,8.0
2577241,110587,prior,6,0,20,27.0
1098452,110587,prior,8,0,12,30.0
2752967,110587,prior,9,1,10,8.0
1322393,110587,prior,14,6,14,22.0
2934643,110587,prior,15,0,17,15.0
1067622,110587,prior,19,0,12,8.0
950875,110587,prior,20,0,12,14.0
1164000,110587,prior,21,5,22,5.0
2283481,110587,prior,23,6,15,13.0
2920034,110587,prior,24,6,13,14.0
1430255,110587,prior,27,0,16,7.0
724158,110587,prior,28,0,15,7.0
1555106,110594,prior,7,2,16,8.0
1121178,110608,prior,26,2,12,26.0
2280765,110611,prior,5,2,9,1.0
2813241,110617,prior,14,6,14,30.0
3267210,110617,prior,15,4,12,30.0
752731,110641,prior,3,2,8,30.0
289183,110659,prior,7,5,17,26.0
1281888,110663,prior,4,3,13,20.0
719765,110673,prior,40,1,11,5.0
1240215,110673,prior,47,4,11,1.0
1037639,110673,prior,49,1,13,0.0
14395,110673,prior,57,2,10,4.0
2204479,110673,prior,71,5,11,3.0
3373160,110673,prior,79,3,10,0.0
2483188,110673,prior,84,1,11,4.0
1923168,110673,prior,85,1,12,0.0
385028,110673,prior,88,2,9,5.0
648276,110673,prior,98,4,9,1.0
1174777,110680,prior,4,1,8,0.0
2163287,110680,prior,8,1,10,7.0
3296449,110680,prior,9,1,10,28.0
709121,110680,prior,11,1,15,14.0
202298,110699,prior,2,0,9,30.0
1318209,110700,prior,21,4,16,16.0
2894030,110700,prior,36,5,13,4.0
3331387,110703,prior,18,4,15,5.0
3313034,110703,prior,22,3,15,4.0
1687107,110703,prior,23,4,10,1.0
1570606,110708,prior,8,0,11,3.0
2406683,110713,prior,16,0,10,5.0
976778,110729,prior,4,0,9,5.0
3311594,110735,prior,40,1,9,2.0
740865,110741,prior,10,0,7,5.0
3175412,110741,prior,18,5,9,1.0
1320535,110741,prior,49,0,10,2.0
2291189,110750,prior,1,0,14,
3189008,110760,prior,7,5,11,8.0
1309065,110765,prior,2,2,10,16.0
1494944,110765,prior,7,2,13,13.0
2266921,110781,prior,2,2,11,25.0
359810,110781,prior,4,1,9,14.0
1166956,110781,prior,10,4,22,12.0
1301380,110789,prior,18,1,12,12.0
1430543,110789,prior,25,3,16,0.0
1079029,110789,prior,37,1,11,7.0
1557321,110794,prior,7,6,10,8.0
612767,110802,prior,6,1,14,7.0
2460302,110802,prior,13,2,10,12.0
1020442,110803,prior,1,3,17,
1733928,110806,prior,7,4,19,8.0
426995,110807,prior,4,1,12,10.0
3215117,110807,prior,5,2,21,8.0
962414,110808,prior,19,5,12,5.0
2116871,110808,prior,43,6,19,4.0
3029051,110808,prior,82,4,21,0.0
3074436,110824,prior,11,3,12,8.0
2260102,110824,prior,18,2,10,7.0
3086323,110824,prior,26,0,14,18.0
537164,110831,prior,4,5,11,5.0
968971,110831,prior,18,5,22,5.0
208113,110831,prior,22,1,17,7.0
1210324,110832,prior,2,2,10,30.0
3144934,110834,prior,2,3,23,30.0
3220359,110836,prior,7,2,18,9.0
585577,110842,prior,16,5,16,5.0
270888,110844,prior,57,4,10,0.0
2425781,110845,prior,6,4,23,30.0
2745971,110853,prior,8,0,16,7.0
767955,110858,prior,3,0,15,16.0
3068800,110873,prior,3,2,16,30.0
1559881,110887,prior,1,1,8,
3104506,110898,prior,6,1,21,7.0
2601681,110898,prior,19,1,9,4.0
2368972,110898,prior,30,1,22,5.0
636222,110898,prior,39,2,18,6.0
1456493,110898,prior,40,0,12,5.0
3350515,110898,prior,45,6,13,11.0
3084644,110898,prior,47,4,13,4.0
201326,110925,prior,2,2,13,29.0
967518,110925,prior,3,6,15,11.0
827147,110925,prior,4,1,14,9.0
2628864,110925,prior,5,3,20,16.0
340115,110925,prior,6,6,0,10.0
335734,110925,prior,7,6,10,0.0
2223819,110925,prior,9,2,22,6.0
1697241,110925,prior,10,5,22,10.0
2967683,110925,prior,11,5,10,28.0
2365829,110925,prior,12,5,10,0.0
3402677,110925,prior,13,6,21,8.0
200897,110925,prior,14,0,14,8.0
2666631,110938,prior,8,2,23,11.0
1267942,110938,prior,24,0,23,7.0
2990789,110954,prior,1,4,22,
3086960,110961,prior,13,1,17,19.0
945420,110961,prior,15,0,17,13.0
2450869,110977,prior,6,4,13,16.0
19479,110984,prior,2,2,12,20.0
2972073,110987,prior,3,0,15,7.0
2053186,110987,prior,5,3,20,13.0
3068160,110987,prior,8,1,8,4.0
1325167,110987,prior,9,4,14,3.0
2666075,110987,prior,12,2,14,8.0
2978091,110987,prior,13,0,8,5.0
883224,110987,prior,27,5,17,30.0
1988614,110987,prior,28,4,15,6.0
2206001,110987,prior,31,6,14,2.0
2526791,110987,prior,32,3,16,11.0
1136817,110987,prior,62,5,14,4.0
1492337,110991,prior,13,5,9,13.0
531660,110993,prior,13,2,13,4.0
1774684,110993,prior,16,4,11,9.0
2871314,110993,prior,21,0,15,2.0
2474419,110993,prior,32,1,18,7.0
1914067,110994,prior,14,1,18,0.0
2844779,111000,prior,12,6,15,10.0
1925847,111000,prior,15,3,11,8.0
965378,111000,prior,20,3,8,8.0
2337284,111000,prior,22,3,9,19.0
1038109,111000,prior,23,3,9,14.0
2529771,111000,prior,30,0,12,11.0
1629157,111000,prior,34,4,9,7.0
1114703,111008,prior,3,6,11,7.0
1975522,111011,prior,12,0,11,14.0
1451549,111011,prior,13,3,6,10.0
500158,111011,prior,16,6,11,8.0
208740,111011,prior,17,0,15,30.0
1173651,111022,prior,2,0,8,5.0
2949406,111022,prior,3,5,15,5.0
2470017,111022,prior,7,1,10,7.0
845745,111029,prior,12,2,14,9.0
2922644,111029,prior,13,2,14,0.0
1234114,111029,prior,14,2,12,30.0
1334834,111034,prior,8,0,16,2.0
133890,111044,prior,8,2,11,7.0
823467,111044,prior,18,5,9,12.0
1115484,111044,prior,33,5,13,6.0
2874444,111044,prior,35,6,13,9.0
3130609,111063,prior,7,3,17,1.0
1665105,111072,prior,11,4,14,1.0
2935413,111073,prior,20,5,18,1.0
18500,111081,prior,3,3,16,28.0
3286600,111081,prior,6,1,14,1.0
1574768,111094,prior,36,6,14,11.0
2239914,111095,prior,2,2,19,30.0
2957594,111096,prior,1,0,11,
2982677,111098,prior,3,4,8,7.0
1792954,111098,prior,4,1,14,11.0
2095792,111105,prior,4,2,11,26.0
1391762,111109,prior,4,6,7,6.0
1817219,111109,prior,6,0,15,5.0
693989,111109,prior,8,0,17,2.0
356012,111109,prior,10,6,18,1.0
1832234,111109,prior,14,5,18,2.0
1352580,111109,prior,16,2,17,3.0
1983513,111109,prior,17,0,9,5.0
2865217,111109,prior,19,2,19,7.0
3366606,111109,prior,21,0,15,7.0
2568661,111109,prior,23,1,8,1.0
458734,111109,prior,24,6,19,5.0
2291510,111109,prior,27,3,17,3.0
1609068,111109,prior,28,5,8,2.0
485130,111109,prior,29,5,18,7.0
1439214,111109,prior,32,4,18,3.0
1133958,111109,prior,35,2,9,5.0
2162660,111109,prior,36,6,20,4.0
1387610,111109,prior,44,4,9,4.0
1244581,111109,prior,45,0,8,3.0
2135582,111109,prior,46,6,13,13.0
1866897,111109,prior,48,0,12,5.0
2798065,111109,prior,50,0,16,5.0
1802980,111109,prior,54,0,8,2.0
696668,111109,prior,55,2,19,2.0
1848443,111109,prior,56,1,19,6.0
2133868,111109,prior,57,3,17,2.0
1082953,111109,prior,59,6,10,7.0
3202745,111109,prior,61,2,18,5.0
947537,111109,prior,62,3,10,8.0
2292930,111109,prior,66,6,17,2.0
398253,111109,prior,69,2,18,6.0
2741147,111109,prior,70,0,12,5.0
2330276,111109,prior,71,6,10,6.0
3124772,111109,prior,78,2,11,9.0
827133,111109,prior,80,6,9,9.0
1144272,111109,prior,82,0,11,2.0
2187970,111109,prior,83,0,17,7.0
1279873,111109,prior,84,6,14,13.0
2789488,111135,prior,1,6,19,
937185,111135,prior,2,6,13,30.0
509108,111148,prior,2,2,15,9.0
1680418,111148,prior,3,0,8,12.0
2285339,111148,prior,5,1,10,4.0
259788,111148,prior,8,4,16,30.0
2102092,111152,prior,3,5,15,25.0
466241,111152,prior,11,3,20,11.0
921335,111152,prior,14,1,13,13.0
2690071,111152,prior,16,3,16,8.0
937215,111152,prior,17,5,15,23.0
3249789,111158,prior,26,4,10,3.0
3123685,111158,prior,28,2,9,10.0
609517,111176,prior,6,6,14,27.0
1302872,111176,prior,10,2,19,10.0
2277812,111182,prior,3,5,17,30.0
3347623,111191,prior,3,1,16,17.0
1579955,111216,prior,4,1,19,22.0
726461,111216,prior,7,2,5,5.0
875749,111216,prior,8,0,15,19.0
1933767,111216,prior,10,3,9,13.0
1761082,111216,prior,15,1,11,30.0
2686308,111216,prior,16,2,13,8.0
1808133,111227,prior,4,0,13,18.0
115201,111235,prior,1,5,15,
2839627,111235,prior,2,4,10,6.0
516421,111242,prior,1,4,14,
2155164,111246,prior,17,6,14,27.0
1227631,111246,prior,19,0,10,30.0
2214576,111266,prior,2,5,12,8.0
156230,111266,prior,4,6,15,8.0
1701289,111266,prior,5,5,13,6.0
1775579,111267,prior,40,5,13,5.0
818294,111267,prior,41,4,11,6.0
2212747,111267,prior,45,0,17,1.0
1763350,111267,prior,52,1,13,2.0
2698189,111276,prior,7,2,4,9.0
436640,111288,prior,1,1,16,
2610178,111293,prior,4,3,7,4.0
424425,111293,prior,7,0,6,4.0
3030254,111293,prior,9,3,6,5.0
2311535,111297,prior,8,6,17,9.0
736411,111297,prior,10,1,10,5.0
1647621,111297,prior,18,3,13,7.0
2036637,111317,prior,1,4,16,
1307811,111323,prior,5,2,12,18.0
2140551,111330,prior,5,1,7,30.0
619027,111353,prior,1,3,14,
2397216,111354,prior,5,5,20,21.0
994943,111354,prior,6,5,20,0.0
2541680,111354,prior,10,3,20,14.0
1908344,111367,prior,1,4,7,
795490,111367,prior,19,3,19,3.0
2832570,111372,prior,14,2,10,15.0
17088,111372,prior,16,6,13,7.0
2514848,111372,prior,17,6,11,7.0
69079,111372,prior,22,6,9,12.0
2310903,111374,prior,9,0,17,7.0
1008903,111384,prior,3,0,12,26.0
3048919,111386,prior,6,1,7,29.0
279940,111386,prior,7,1,9,7.0
1228249,111386,prior,9,1,11,11.0
1180378,111389,prior,6,2,15,7.0
732999,111389,prior,8,1,10,1.0
411441,111389,prior,13,3,9,1.0
610099,111410,prior,6,0,13,21.0
220185,111418,prior,5,1,10,11.0
2616559,111418,prior,7,6,11,30.0
3287613,111418,prior,8,6,16,14.0
28451,111418,prior,9,4,16,12.0
247931,111426,prior,3,0,10,30.0
2639309,111426,prior,4,5,17,30.0
639733,111426,prior,6,3,18,13.0
3372979,111429,prior,49,2,17,7.0
1438289,111432,prior,54,5,17,5.0
2682747,111432,prior,59,5,11,4.0
1239253,111444,prior,7,6,10,7.0
1620204,111463,prior,1,2,13,
2700452,111463,prior,2,5,17,30.0
1756965,111463,prior,3,6,13,30.0
3057739,111463,prior,4,6,20,30.0
2614743,111465,prior,9,5,15,16.0
161174,111481,prior,10,6,22,6.0
405807,111481,prior,13,0,7,15.0
2607049,111488,prior,29,0,14,0.0
3015393,111488,prior,31,1,15,5.0
1143994,111503,prior,9,0,9,27.0
1370805,111515,prior,1,0,9,
2410978,111515,prior,3,1,13,7.0
2939810,111515,prior,6,0,11,19.0
1973971,111515,prior,8,1,9,14.0
456801,111515,prior,9,1,9,21.0
3281223,111525,prior,7,2,16,8.0
2800710,111525,prior,12,5,14,7.0
2067091,111526,prior,5,3,16,20.0
2153822,111531,prior,16,4,14,3.0
958913,111531,prior,20,3,14,10.0
3009759,111537,prior,13,6,13,12.0
539021,111545,prior,1,4,14,
2452607,111545,prior,2,1,17,18.0
564131,111545,prior,7,0,16,6.0
54450,111552,prior,3,3,17,30.0
1547386,111557,prior,32,2,11,8.0
408850,111557,prior,36,4,11,2.0
223057,111557,prior,39,0,11,6.0
19597,111557,prior,40,2,18,2.0
695574,111560,prior,6,1,16,12.0
2735687,111568,prior,2,5,11,30.0
3412528,111580,prior,1,1,13,
333579,111606,prior,3,1,12,30.0
1155977,111606,prior,5,2,15,30.0
1632609,111608,prior,84,6,17,1.0
2638947,111621,prior,7,5,12,9.0
1529797,111621,prior,11,5,17,10.0
2049907,111623,prior,3,5,14,16.0
1862603,111625,prior,4,3,0,19.0
1627057,111626,prior,18,6,14,18.0
334032,111636,prior,18,0,11,13.0
2551190,111665,prior,5,6,14,12.0
707525,111669,prior,37,5,17,4.0
2551118,111669,prior,39,2,12,1.0
3270729,111669,prior,45,2,15,12.0
2594218,111669,prior,52,0,4,6.0
1358630,111669,prior,60,2,13,6.0
2676020,111687,prior,4,3,12,4.0
25293,111687,prior,12,1,14,6.0
2490377,111687,prior,20,2,16,2.0
2274545,111687,prior,27,3,10,12.0
1787030,111687,prior,34,1,11,0.0
886327,111687,prior,40,2,22,2.0
362971,111687,prior,43,3,12,3.0
1783660,111687,prior,47,5,11,5.0
3412724,111687,prior,82,1,12,7.0
3187720,111692,prior,3,4,18,30.0
3071034,111701,prior,9,3,13,5.0
2803046,111703,prior,3,4,0,1.0
521539,111703,prior,30,2,10,9.0
1534320,111717,prior,2,5,0,27.0
2347746,111717,prior,5,1,11,23.0
1570463,111717,prior,11,0,11,15.0
417112,111719,prior,1,0,9,
2747418,111719,prior,2,0,10,14.0
1824298,111719,prior,3,5,11,19.0
2284184,111719,prior,5,5,13,30.0
2948669,111730,prior,5,0,10,13.0
1932887,111730,prior,6,6,11,13.0
1495900,111740,prior,2,4,19,27.0
2096298,111740,prior,3,3,16,27.0
2360018,111740,prior,4,3,18,30.0
2408464,111740,prior,5,3,14,30.0
2535481,111740,prior,6,4,17,30.0
472475,111740,prior,7,4,15,28.0
2366207,111740,prior,8,3,13,30.0
3206404,111740,prior,9,6,19,30.0
908709,111741,prior,8,4,11,4.0
773378,111752,prior,3,6,11,21.0
2498142,111765,prior,11,0,14,30.0
1427464,111765,prior,14,2,16,30.0
1217911,111773,prior,7,0,15,13.0
1681871,111773,prior,17,0,19,30.0
715119,111778,prior,24,2,13,1.0
2708767,111780,prior,1,5,15,
690887,111780,prior,2,6,14,15.0
3240511,111780,prior,3,1,15,16.0
571580,111785,prior,7,4,8,14.0
187851,111785,prior,8,1,16,11.0
2049110,111785,prior,11,2,13,4.0
2211884,111785,prior,14,1,13,22.0
3245426,111785,prior,17,1,17,15.0
624930,111789,prior,4,1,11,6.0
1446931,111789,prior,7,2,17,6.0
1618032,111789,prior,14,1,13,6.0
2120489,111789,prior,49,6,11,9.0
2404956,111789,prior,51,1,17,1.0
2722323,111802,prior,45,3,8,30.0
17522,111816,prior,4,1,12,15.0
2682911,111837,prior,14,6,21,27.0
1579307,111838,prior,7,6,14,6.0
3018924,111849,prior,1,5,12,
1993775,111849,prior,3,3,9,11.0
291354,111849,prior,15,1,15,3.0
2127323,111849,prior,17,1,14,4.0
832334,111849,prior,19,1,13,11.0
23265,111849,prior,21,6,9,5.0
1156963,111849,prior,22,4,12,5.0
3363006,111849,prior,23,6,16,2.0
1974108,111849,prior,28,2,14,3.0
1790986,111849,prior,29,3,15,8.0
2030958,111849,prior,30,5,16,2.0
1379749,111849,prior,33,2,19,4.0
1121134,111849,prior,58,0,14,12.0
1110717,111849,prior,66,2,12,8.0
1373222,111859,prior,20,1,7,30.0
3211355,111864,prior,1,1,14,
2978896,111864,prior,2,6,15,30.0
1094464,111864,prior,3,6,18,21.0
2353473,111864,prior,5,6,17,1.0
1760016,111864,prior,7,6,12,20.0
216580,111864,prior,8,6,12,7.0
3374574,111864,prior,9,1,12,23.0
2127628,111864,prior,10,0,10,6.0
1294864,111864,prior,13,6,16,8.0
1189841,111870,prior,4,2,11,14.0
1973174,111874,prior,2,2,9,30.0
2109124,111877,prior,22,3,10,1.0
2327646,111881,prior,3,1,17,0.0
1276235,111886,prior,2,5,10,12.0
1888173,111891,prior,48,6,21,9.0
3240223,111898,prior,18,0,15,30.0
1767090,111900,prior,6,3,13,14.0
694463,111900,prior,7,5,12,23.0
2971253,111917,prior,1,4,16,
864796,111921,prior,9,1,10,6.0
233594,111921,prior,12,1,9,7.0
2104085,111921,prior,39,4,12,10.0
1249529,111921,prior,41,5,10,9.0
1261296,111921,prior,44,4,16,3.0
1861646,111921,prior,57,3,10,2.0
3182123,111923,prior,6,1,16,5.0
1571022,111923,prior,7,0,16,13.0
1479603,111923,prior,35,6,18,4.0
765231,111923,prior,69,2,20,1.0
2824501,111930,prior,9,4,16,7.0
3370805,111936,prior,23,6,13,4.0
2708338,111936,prior,25,6,18,4.0
1203400,111944,prior,3,6,15,15.0
2769747,111954,prior,2,5,7,30.0
1398020,111956,prior,9,0,19,12.0
2673740,111957,prior,4,2,20,24.0
1717328,111971,prior,5,0,17,8.0
2714966,111982,prior,14,1,8,2.0
1071118,111982,prior,15,1,22,7.0
1200270,111982,prior,35,2,2,3.0
2659753,111982,prior,36,1,23,6.0
1457080,111982,prior,43,6,8,4.0
3070909,111982,prior,49,4,12,1.0
2811336,111982,prior,52,0,23,3.0
900928,111982,prior,56,2,13,4.0
1514814,111982,prior,57,6,17,4.0
2306768,111982,prior,58,4,12,5.0
367482,111982,prior,59,4,12,0.0
2821062,111982,prior,61,0,14,10.0
1887356,111982,prior,63,2,22,5.0
2173868,111982,prior,64,0,23,12.0
2209202,111982,prior,66,2,13,0.0
957021,111982,prior,68,0,21,10.0
251130,111982,prior,69,1,15,1.0
126301,111982,prior,70,5,1,11.0
2949338,111982,prior,73,3,10,0.0
1184288,111982,prior,74,2,14,6.0
2158722,111982,prior,75,2,14,0.0
57503,111982,prior,76,1,13,6.0
2748507,111982,prior,78,1,13,5.0
1848777,111982,prior,80,1,13,1.0
2593081,111982,prior,82,0,17,5.0
2648607,111982,prior,86,0,20,2.0
1315626,111982,prior,87,3,18,3.0
1782294,111982,prior,89,3,23,8.0
1364105,111982,prior,94,5,19,1.0
1783162,111982,prior,97,0,12,2.0
1457,111984,prior,1,3,13,
1848613,111984,prior,3,2,19,7.0
1735761,111984,prior,6,2,11,7.0
1941180,111984,prior,7,4,12,9.0
3420652,111984,prior,9,2,11,19.0
227785,111984,prior,10,2,16,7.0
1057868,111984,prior,12,2,10,5.0
1934539,111984,prior,15,5,11,3.0
333184,111984,prior,19,2,11,3.0
1378551,111984,prior,52,5,11,7.0
1967339,111984,prior,53,5,13,7.0
2790164,111984,prior,55,4,12,6.0
684756,111984,prior,57,5,8,5.0
2507744,111984,prior,59,4,11,9.0
2648387,111984,prior,60,4,10,7.0
2847322,111985,prior,9,1,19,3.0
1258138,111985,prior,16,4,14,26.0
2982627,111999,prior,9,4,11,11.0
2708184,111999,prior,10,2,20,5.0
975771,112000,prior,19,4,23,2.0
3166854,112000,prior,22,1,8,8.0
2866922,112011,prior,4,6,17,30.0
1960751,112011,prior,5,2,19,10.0
1710591,112041,prior,1,3,10,
3129988,112041,prior,2,2,11,13.0
1901962,112041,prior,10,4,9,7.0
2991422,112041,prior,14,2,8,6.0
2871038,112044,prior,63,4,13,0.0
1310827,112065,prior,8,3,11,10.0
2511605,112083,prior,1,5,19,
928317,112085,prior,1,5,0,
582474,112093,prior,1,0,12,
1799675,112093,prior,2,4,7,30.0
2174448,112093,prior,3,1,10,30.0
2098454,112093,prior,4,2,15,22.0
2714152,112093,prior,5,2,8,14.0
1478060,112093,prior,8,4,12,30.0
44375,112093,prior,9,0,16,17.0
2146416,112093,prior,11,3,8,2.0
1918972,112094,prior,11,1,9,5.0
362966,112094,prior,21,3,9,20.0
1673704,112110,prior,5,1,18,30.0
1688006,112113,prior,1,0,16,
839398,112113,prior,3,0,13,5.0
2475522,112113,prior,4,0,14,7.0
681338,112113,prior,5,6,9,30.0
611073,112113,prior,9,2,14,6.0
3060722,112113,prior,11,6,14,2.0
2091062,112113,prior,12,4,13,5.0
3197594,112113,prior,13,5,13,1.0
1692642,112116,prior,24,1,11,20.0
306733,112144,prior,27,1,8,10.0
3284885,112159,prior,34,5,15,4.0
1458433,112162,prior,1,1,10,
3276548,112167,prior,8,5,15,3.0
2580088,112171,prior,1,6,18,
1611829,112179,prior,1,4,14,
465588,112183,prior,20,5,10,30.0
488588,112183,prior,25,6,8,15.0
2716115,112183,prior,27,0,13,7.0
261682,112197,prior,11,1,7,6.0
1388259,112211,prior,2,6,16,26.0
2106954,112223,prior,28,0,11,13.0
1167697,112233,prior,3,1,10,7.0
1883233,112247,prior,1,3,20,
1493563,112250,prior,8,6,23,4.0
172773,112254,prior,17,3,14,3.0
2581282,112260,prior,7,3,14,4.0
115613,112263,prior,27,5,13,4.0
3235954,112277,prior,1,1,12,
2491627,112279,prior,20,2,13,0.0
2906382,112292,prior,12,4,8,4.0
990817,112293,prior,1,0,13,
1495130,112293,prior,2,0,12,7.0
2327615,112293,prior,3,3,18,3.0
2187021,112293,prior,4,1,18,5.0
989557,112293,prior,5,6,8,12.0
2875638,112293,prior,6,5,9,6.0
2853612,112293,prior,10,4,10,13.0
1544571,112293,prior,11,6,11,9.0
3103646,112293,prior,12,6,14,7.0
321991,112293,prior,14,4,17,7.0
3189960,112293,prior,15,2,17,12.0
506610,112293,prior,16,1,10,13.0
2570799,112293,prior,17,4,7,10.0
2164658,112293,prior,18,5,17,22.0
2281064,112293,prior,19,4,8,6.0
2966846,112293,prior,20,4,17,14.0
1043513,112293,prior,21,2,12,12.0
2986870,112293,prior,22,3,6,15.0
1583828,112293,prior,26,5,10,11.0
950275,112293,prior,27,6,10,8.0
693040,112293,prior,29,1,16,5.0
2929836,112293,prior,30,4,16,10.0
2293424,112293,prior,31,4,15,7.0
1105455,112293,prior,32,3,17,6.0
86493,112293,prior,33,3,14,7.0
3170345,112293,prior,35,1,16,4.0
2404940,112293,prior,36,0,12,6.0
979870,112293,prior,37,2,18,9.0
102381,112293,prior,39,0,10,7.0
633273,112293,prior,40,6,15,13.0
2509553,112293,prior,41,0,11,8.0
2577827,112295,prior,7,3,15,7.0
1244440,112295,prior,21,3,12,7.0
257034,112295,prior,22,5,21,2.0
67141,112295,prior,27,0,20,1.0
3073150,112295,prior,38,0,6,2.0
3148171,112295,prior,44,3,7,2.0
1812564,112295,prior,54,4,4,8.0
3236633,112295,prior,58,4,8,10.0
2081888,112295,prior,61,4,15,8.0
1383836,112295,prior,69,5,6,9.0
2211090,112299,prior,7,6,16,7.0
2738857,112300,prior,3,3,11,4.0
2266404,112300,prior,5,3,12,3.0
128190,112300,prior,8,6,15,7.0
75219,112300,prior,11,3,21,8.0
187012,112300,prior,19,3,13,4.0
2236109,112300,prior,21,1,9,6.0
2960704,112305,prior,33,6,20,3.0
2798496,112313,prior,7,0,15,26.0
2136420,112313,prior,13,6,11,7.0
1877115,112313,prior,14,3,13,11.0
377175,112314,prior,1,5,18,
1752625,112314,prior,2,3,13,30.0
1242793,112318,prior,7,1,9,21.0
2404106,112318,prior,11,1,9,5.0
2754603,112323,prior,6,5,7,17.0
87937,112323,prior,7,2,9,25.0
324841,112323,prior,10,2,13,13.0
1401465,112328,prior,3,4,10,30.0
1458775,112328,prior,4,4,11,7.0
408527,112328,prior,5,3,15,30.0
2381824,112328,prior,7,3,9,16.0
790985,112328,prior,10,1,10,7.0
1374397,112329,prior,2,4,12,30.0
555353,112337,prior,7,5,15,2.0
1883981,112337,prior,41,5,14,6.0
1548902,112337,prior,44,2,11,4.0
3210154,112347,prior,2,1,14,30.0
